Student Name,Student ID,Major,Most Consistent Payment Day
James Smith,SID86942,Engineering,19
Beth Taylor,SID86943,Computer Science,21
Emily Hess,SID86944,Psychology,30
Jessica Davis,SID86945,Biology,17
Lisa Guerra,SID86946,Computer Science,12
Sarah Johnson,SID86947,Mathematics,14
Jessica McLaughlin,SID86948,Art,7
Jessica Taylor,SID86949,Biology,12
Emily Brown,SID86950,Physics,7
Jessica McLaughlin,SID86951,Physics,23
Lisa Hess,SID86952,Psychology,17
Daniel Conner,SID86953,Art,25
Michael Brown,SID86954,Engineering,1
Daniel McLaughlin,SID86955,Computer Science,7
Scott Taylor,SID86956,Biology,19
Daniel Harrison,SID86957,Medicine,16
Michael Guerra,SID86958,Biology,26
James Hess,SID86959,Physics,23
Beth Guerra,SID86960,Computer Science,7
Jessica Taylor,SID86961,Mathematics,21
Emily Davis,SID86962,Medicine,9
Richard Hess,SID86963,Psychology,9
Lisa Brown,SID86964,Engineering,6
Sarah McLaughlin,SID86965,Physics,12
Jessica McLaughlin,SID86966,Physics,5
Sarah Johnson,SID86967,Biology,22
Emily Johnson,SID86968,Computer Science,22
Michael Harrison,SID86969,Computer Science,14
Scott McLaughlin,SID86970,Physics,15
Jessica Smith,SID86971,Computer Science,26
Jessica Hess,SID86972,Medicine,27
Beth Conner,SID86973,Medicine,26
Emily Johnson,SID86974,Art,23
Emily Davis,SID86975,Medicine,3
James Harrison,SID86976,Psychology,26
Emily Taylor,SID86977,Mathematics,1
Emily Guerra,SID86978,Medicine,13
Scott Brown,SID86979,Mathematics,24
Jessica Davis,SID86980,Physics,5
Lisa Davis,SID86981,Art,10
Daniel Taylor,SID86982,Psychology,27
Michael Taylor,SID86983,Physics,11
James McLaughlin,SID86984,Mathematics,27
James Smith,SID86985,Art,2
Daniel McLaughlin,SID86986,Physics,15
Scott Conner,SID86987,Engineering,18
Beth Johnson,SID86988,Psychology,9
Sarah Johnson,SID86989,Physics,15
Lisa Johnson,SID86990,Physics,17
Jessica Davis,SID86991,Psychology,28
Sarah Conner,SID86992,Computer Science,16
Richard Hess,SID86993,Computer Science,3
Emily Guerra,SID86994,Physics,29
Emily Harrison,SID86995,Mathematics,11
Sarah Conner,SID86996,Psychology,17
Emily Taylor,SID86997,Engineering,9
Daniel Johnson,SID86998,Medicine,19
Jessica Brown,SID86999,Computer Science,6
Emily Smith,SID87000,Computer Science,20
Lisa Hess,SID87001,Engineering,10
James Smith,SID87002,Physics,10
James Taylor,SID87003,Computer Science,24
Sarah Davis,SID87004,Mathematics,27
Michael McLaughlin,SID87005,Biology,28
Sarah Brown,SID87006,Engineering,17
Sarah Brown,SID87007,Mathematics,28
Lisa Guerra,SID87008,Physics,14
Emily Harrison,SID87009,Engineering,28
Sarah Conner,SID87010,Art,29
Emily Guerra,SID87011,Computer Science,26
James Guerra,SID87012,Biology,12
Jessica Taylor,SID87013,Computer Science,1
Daniel Harrison,SID87014,Computer Science,26
Emily McLaughlin,SID87015,Biology,25
Scott Conner,SID87016,Biology,14
Richard Conner,SID87017,Art,9
Sarah Taylor,SID87018,Art,15
Scott Taylor,SID87019,Art,1
James Brown,SID87020,Medicine,15
Emily Smith,SID87021,Art,22
Sarah Davis,SID87022,Physics,11
Emily Davis,SID87023,Psychology,14
Emily McLaughlin,SID87024,Medicine,30
Jessica Harrison,SID87025,Mathematics,16
James Brown,SID87026,Medicine,24
Emily Davis,SID87027,Physics,20
Jessica Johnson,SID87028,Mathematics,6
Jessica Brown,SID87029,Medicine,17
Scott Johnson,SID87030,Art,30
Emily Conner,SID87031,Engineering,29
Lisa Guerra,SID87032,Art,23
James Smith,SID87033,Mathematics,19
Daniel Hess,SID87034,Medicine,28
Jessica Guerra,SID87035,Engineering,19
Lisa Brown,SID87036,Mathematics,1
Sarah Smith,SID87037,Biology,13
Lisa Davis,SID87038,Psychology,23
Jessica Hess,SID87039,Psychology,11
Richard Taylor,SID87040,Computer Science,1
James Davis,SID87041,Psychology,15
Scott Conner,SID87042,Art,10
Michael Guerra,SID87043,Computer Science,6
Richard McLaughlin,SID87044,Engineering,6
Michael Brown,SID87045,Computer Science,22
Beth Brown,SID87046,Psychology,1
Sarah Harrison,SID87047,Computer Science,26
Michael Brown,SID87048,Medicine,30
Richard Johnson,SID87049,Physics,18
Lisa Conner,SID87050,Medicine,30
Jessica Taylor,SID87051,Physics,30
James Smith,SID87052,Mathematics,23
Richard Smith,SID87053,Computer Science,17
Michael Smith,SID87054,Engineering,28
Jessica McLaughlin,SID87055,Engineering,21
Emily Davis,SID87056,Engineering,6
Lisa Taylor,SID87057,Physics,24
Michael Taylor,SID87058,Medicine,10
Lisa Smith,SID87059,Psychology,4
Beth Smith,SID87060,Art,19
Michael Brown,SID87061,Engineering,28
Scott Smith,SID87062,Biology,18
Richard Harrison,SID87063,Physics,6
Emily Brown,SID87064,Medicine,4
Emily Hess,SID87065,Computer Science,3
Jessica Harrison,SID87066,Art,26
Scott Davis,SID87067,Engineering,7
Beth Conner,SID87068,Physics,11
Emily Harrison,SID87069,Psychology,29
Jessica Harrison,SID87070,Medicine,21
Michael Harrison,SID87071,Psychology,9
James McLaughlin,SID87072,Engineering,18
Beth Taylor,SID87073,Psychology,28
Richard McLaughlin,SID87074,Engineering,3
Sarah Davis,SID87075,Physics,26
Scott Davis,SID87076,Engineering,22
Daniel Taylor,SID87077,Art,15
Richard Conner,SID87078,Biology,17
Michael Guerra,SID87079,Mathematics,4
Lisa Davis,SID87080,Engineering,8
Richard McLaughlin,SID87081,Physics,15
Scott Brown,SID87082,Physics,1
Michael Taylor,SID87083,Physics,27
Emily Johnson,SID87084,Psychology,6
Daniel Taylor,SID87085,Art,21
Beth Guerra,SID87086,Medicine,1
Daniel McLaughlin,SID87087,Computer Science,13
Emily McLaughlin,SID87088,Biology,19
Sarah Johnson,SID87089,Engineering,27
Sarah Brown,SID87090,Medicine,20
Jessica Harrison,SID87091,Biology,12
Richard Conner,SID87092,Engineering,21
Scott McLaughlin,SID87093,Mathematics,21
James Hess,SID87094,Computer Science,18
Emily Brown,SID87095,Physics,19
Emily Taylor,SID87096,Physics,2
Michael Smith,SID87097,Engineering,24
Emily Davis,SID87098,Mathematics,1
Scott Davis,SID87099,Mathematics,1
Sarah Harrison,SID87100,Computer Science,18
Scott Harrison,SID87101,Physics,19
Jessica Smith,SID87102,Engineering,5
Daniel Hess,SID87103,Engineering,9
Jessica Hess,SID87104,Engineering,11
Jessica Johnson,SID87105,Psychology,4
James Guerra,SID87106,Physics,13
Scott Guerra,SID87107,Engineering,14
Jessica Smith,SID87108,Physics,20
Richard Davis,SID87109,Physics,12
Beth Johnson,SID87110,Medicine,23
Emily Harrison,SID87111,Mathematics,26
Jessica Smith,SID87112,Computer Science,4
Emily McLaughlin,SID87113,Computer Science,2
James Smith,SID87114,Biology,15
Emily Brown,SID87115,Computer Science,10
Sarah Smith,SID87116,Computer Science,4
Lisa Johnson,SID87117,Computer Science,6
Jessica McLaughlin,SID87118,Art,14
Richard Guerra,SID87119,Engineering,15
Lisa Harrison,SID87120,Mathematics,22
Scott Taylor,SID87121,Art,8
James Brown,SID87122,Medicine,29
James Hess,SID87123,Biology,9
Scott Harrison,SID87124,Mathematics,6
Richard Taylor,SID87125,Biology,18
Michael Conner,SID87126,Biology,7
Scott Taylor,SID87127,Computer Science,30
Scott Guerra,SID87128,Mathematics,7
Lisa Smith,SID87129,Psychology,25
Emily Hess,SID87130,Mathematics,4
Emily Guerra,SID87131,Psychology,4
Emily McLaughlin,SID87132,Mathematics,25
Jessica McLaughlin,SID87133,Psychology,3
Jessica Conner,SID87134,Physics,9
James Davis,SID87135,Physics,19
Beth Guerra,SID87136,Physics,19
Jessica Davis,SID87137,Medicine,5
Michael Davis,SID87138,Engineering,3
Beth Taylor,SID87139,Psychology,23
James Harrison,SID87140,Physics,22
Emily Hess,SID87141,Art,30
James Harrison,SID87142,Engineering,3
James Taylor,SID87143,Psychology,22
Michael Guerra,SID87144,Engineering,10
Daniel Davis,SID87145,Physics,22
Sarah Smith,SID87146,Art,20
Sarah McLaughlin,SID87147,Medicine,25
Michael Hess,SID87148,Computer Science,11
Sarah Harrison,SID87149,Psychology,29
Beth Smith,SID87150,Engineering,17
Richard Harrison,SID87151,Psychology,8
Michael Conner,SID87152,Engineering,8
Lisa Guerra,SID87153,Physics,8
Lisa Guerra,SID87154,Computer Science,8
Richard Davis,SID87155,Biology,2
Emily Conner,SID87156,Psychology,7
Richard Smith,SID87157,Biology,20
Michael Hess,SID87158,Engineering,15
Daniel Conner,SID87159,Computer Science,5
Michael McLaughlin,SID87160,Physics,27
Lisa Smith,SID87161,Computer Science,27
Jessica Conner,SID87162,Engineering,17
Daniel Hess,SID87163,Art,5
Richard Guerra,SID87164,Medicine,7
Daniel Taylor,SID87165,Physics,12
Daniel Hess,SID87166,Physics,6
Scott Johnson,SID87167,Physics,20
Lisa Brown,SID87168,Biology,25
Scott Brown,SID87169,Computer Science,28
Lisa Conner,SID87170,Psychology,19
Sarah Brown,SID87171,Art,20
Jessica Davis,SID87172,Biology,3
Beth McLaughlin,SID87173,Art,10
Lisa Conner,SID87174,Computer Science,7
Sarah Johnson,SID87175,Medicine,12
Scott Harrison,SID87176,Art,30
Scott Smith,SID87177,Psychology,20
Daniel Guerra,SID87178,Physics,3
Scott Davis,SID87179,Art,21
Daniel Johnson,SID87180,Mathematics,24
Emily Harrison,SID87181,Art,8
Daniel Smith,SID87182,Biology,13
Lisa Guerra,SID87183,Computer Science,13
Beth Johnson,SID87184,Psychology,25
Scott Conner,SID87185,Medicine,3
Beth Johnson,SID87186,Physics,4
Emily Johnson,SID87187,Biology,26
Daniel Conner,SID87188,Physics,17
Emily Harrison,SID87189,Engineering,25
Lisa Guerra,SID87190,Mathematics,1
Scott McLaughlin,SID87191,Engineering,20
Lisa Conner,SID87192,Mathematics,1
Daniel Johnson,SID87193,Psychology,5
Michael Smith,SID87194,Physics,21
Jessica McLaughlin,SID87195,Computer Science,11
Daniel Hess,SID87196,Biology,22
Richard Guerra,SID87197,Engineering,28
James McLaughlin,SID87198,Psychology,8
Sarah Harrison,SID87199,Physics,11
Michael Harrison,SID87200,Physics,10
Lisa Hess,SID87201,Engineering,12
James Johnson,SID87202,Engineering,6
Richard McLaughlin,SID87203,Medicine,16
Emily McLaughlin,SID87204,Computer Science,20
Jessica Harrison,SID87205,Biology,21
Emily Conner,SID87206,Medicine,29
Scott Davis,SID87207,Medicine,19
Emily Conner,SID87208,Medicine,6
Emily Harrison,SID87209,Physics,18
James Brown,SID87210,Physics,21
James Conner,SID87211,Computer Science,10
Jessica McLaughlin,SID87212,Psychology,19
Beth Guerra,SID87213,Engineering,28
Jessica Taylor,SID87214,Engineering,5
Scott Davis,SID87215,Computer Science,1
Michael McLaughlin,SID87216,Computer Science,20
Sarah Davis,SID87217,Physics,19
Sarah Guerra,SID87218,Engineering,23
James Brown,SID87219,Engineering,7
Beth Guerra,SID87220,Medicine,4
Lisa Taylor,SID87221,Computer Science,29
Lisa Johnson,SID87222,Mathematics,3
Sarah Davis,SID87223,Medicine,3
Richard Hess,SID87224,Psychology,19
Emily Guerra,SID87225,Engineering,14
James Johnson,SID87226,Mathematics,12
Daniel Harrison,SID87227,Medicine,6
Michael Brown,SID87228,Biology,5
James Harrison,SID87229,Psychology,27
James McLaughlin,SID87230,Engineering,27
Richard Brown,SID87231,Psychology,5
James Harrison,SID87232,Medicine,29
Daniel Harrison,SID87233,Computer Science,21
Richard Harrison,SID87234,Medicine,27
James Johnson,SID87235,Biology,15
Scott Johnson,SID87236,Physics,11
Richard McLaughlin,SID87237,Computer Science,19
Daniel Hess,SID87238,Physics,26
Scott Harrison,SID87239,Mathematics,2
Emily Hess,SID87240,Physics,23
Michael Guerra,SID87241,Psychology,13
Emily Hess,SID87242,Medicine,15
Jessica Davis,SID87243,Mathematics,1
Scott Taylor,SID87244,Physics,27
Richard Johnson,SID87245,Biology,3
Richard Johnson,SID87246,Psychology,29
Scott Guerra,SID87247,Engineering,27
James Johnson,SID87248,Art,5
Scott Davis,SID87249,Art,25
Lisa Davis,SID87250,Psychology,26
Scott McLaughlin,SID87251,Physics,19
Richard Conner,SID87252,Mathematics,10
Scott Davis,SID87253,Psychology,7
Sarah Hess,SID87254,Art,11
Jessica Smith,SID87255,Physics,26
Beth Guerra,SID87256,Engineering,30
Sarah Taylor,SID87257,Art,8
Daniel Harrison,SID87258,Biology,6
James Harrison,SID87259,Art,19
Jessica Guerra,SID87260,Mathematics,20
Sarah Johnson,SID87261,Art,5
Sarah Davis,SID87262,Physics,13
Beth Harrison,SID87263,Engineering,29
Daniel Hess,SID87264,Psychology,4
Emily McLaughlin,SID87265,Physics,25
Beth McLaughlin,SID87266,Engineering,10
Scott McLaughlin,SID87267,Psychology,7
Beth Taylor,SID87268,Biology,17
Michael Davis,SID87269,Medicine,8
Michael Harrison,SID87270,Biology,11
Richard Conner,SID87271,Art,20
Richard Smith,SID87272,Art,15
Beth Harrison,SID87273,Biology,18
Beth Hess,SID87274,Art,21
Lisa Taylor,SID87275,Physics,1
Daniel Harrison,SID87276,Computer Science,27
Richard McLaughlin,SID87277,Psychology,24
James Harrison,SID87278,Biology,15
Scott Johnson,SID87279,Biology,22
Beth McLaughlin,SID87280,Medicine,20
Daniel Hess,SID87281,Computer Science,17
Beth Harrison,SID87282,Mathematics,14
Lisa Conner,SID87283,Physics,11
Emily Davis,SID87284,Engineering,5
Scott Smith,SID87285,Physics,27
Daniel Taylor,SID87286,Physics,12
Jessica Taylor,SID87287,Engineering,24
Emily Harrison,SID87288,Biology,13
James Hess,SID87289,Medicine,16
Jessica McLaughlin,SID87290,Art,5
Emily Conner,SID87291,Engineering,24
Scott Guerra,SID87292,Psychology,10
Emily McLaughlin,SID87293,Computer Science,25
Jessica Davis,SID87294,Psychology,6
Scott Smith,SID87295,Psychology,10
Beth Smith,SID87296,Engineering,28
Lisa Taylor,SID87297,Art,6
James Hess,SID87298,Medicine,18
Richard Brown,SID87299,Biology,12
Emily Johnson,SID87300,Psychology,9
James Harrison,SID87301,Art,10
Scott Johnson,SID87302,Computer Science,14
Lisa McLaughlin,SID87303,Art,7
Beth Johnson,SID87304,Computer Science,20
Scott Guerra,SID87305,Mathematics,29
Beth Conner,SID87306,Biology,20
Michael Davis,SID87307,Physics,27
Emily Smith,SID87308,Mathematics,9
Emily Guerra,SID87309,Computer Science,15
Lisa Guerra,SID87310,Mathematics,17
Jessica Johnson,SID87311,Computer Science,30
James Taylor,SID87312,Psychology,2
Daniel Conner,SID87313,Psychology,26
Lisa McLaughlin,SID87314,Computer Science,27
Sarah Johnson,SID87315,Medicine,4
Scott Taylor,SID87316,Engineering,27
Emily Taylor,SID87317,Engineering,3
Lisa McLaughlin,SID87318,Medicine,17
Jessica Smith,SID87319,Art,16
Emily Guerra,SID87320,Psychology,17
Lisa Taylor,SID87321,Art,13
Jessica McLaughlin,SID87322,Psychology,22
Scott Johnson,SID87323,Mathematics,1
Richard Conner,SID87324,Mathematics,19
Scott Guerra,SID87325,Medicine,12
Daniel Brown,SID87326,Psychology,23
Lisa McLaughlin,SID87327,Psychology,30
Sarah Johnson,SID87328,Biology,3
Daniel McLaughlin,SID87329,Psychology,28
Sarah Harrison,SID87330,Medicine,29
Daniel Harrison,SID87331,Computer Science,3
Michael Conner,SID87332,Physics,24
Sarah Davis,SID87333,Psychology,12
Scott Johnson,SID87334,Biology,18
Beth Hess,SID87335,Art,7
Jessica Brown,SID87336,Biology,29
Sarah Hess,SID87337,Psychology,1
Daniel Johnson,SID87338,Computer Science,5
Sarah Harrison,SID87339,Psychology,13
James Brown,SID87340,Medicine,29
Sarah Johnson,SID87341,Computer Science,24
Daniel Hess,SID87342,Mathematics,10
Daniel Hess,SID87343,Medicine,1
James Brown,SID87344,Engineering,11
Jessica Taylor,SID87345,Mathematics,11
Richard Brown,SID87346,Physics,26
Michael Taylor,SID87347,Art,3
Daniel Johnson,SID87348,Physics,20
Emily Hess,SID87349,Biology,21
Lisa McLaughlin,SID87350,Mathematics,4
Jessica Brown,SID87351,Medicine,4
Sarah Johnson,SID87352,Biology,23
Jessica Johnson,SID87353,Engineering,5
Emily Guerra,SID87354,Physics,3
Sarah Smith,SID87355,Medicine,27
Sarah Harrison,SID87356,Engineering,4
Daniel McLaughlin,SID87357,Medicine,17
Michael McLaughlin,SID87358,Biology,14
Emily Brown,SID87359,Art,18
Sarah Brown,SID87360,Computer Science,27
Richard Brown,SID87361,Mathematics,8
Sarah Taylor,SID87362,Physics,11
Michael Conner,SID87363,Computer Science,24
Daniel McLaughlin,SID87364,Physics,19
Beth Johnson,SID87365,Computer Science,19
Beth McLaughlin,SID87366,Medicine,7
Lisa Conner,SID87367,Medicine,3
Daniel Smith,SID87368,Mathematics,4
Richard Brown,SID87369,Art,29
Scott Brown,SID87370,Mathematics,2
James Taylor,SID87371,Computer Science,9
Scott Taylor,SID87372,Computer Science,22
Sarah McLaughlin,SID87373,Psychology,10
Sarah Brown,SID87374,Psychology,30
Scott Taylor,SID87375,Mathematics,16
Jessica Johnson,SID87376,Psychology,15
Sarah McLaughlin,SID87377,Computer Science,26
Scott Harrison,SID87378,Engineering,29
Lisa McLaughlin,SID87379,Medicine,24
Emily Davis,SID87380,Computer Science,6
Sarah Hess,SID87381,Engineering,27
Jessica Harrison,SID87382,Biology,3
Jessica Johnson,SID87383,Physics,21
Emily McLaughlin,SID87384,Biology,1
Richard Johnson,SID87385,Psychology,13
Jessica Conner,SID87386,Medicine,1
Daniel Harrison,SID87387,Medicine,22
Daniel Harrison,SID87388,Medicine,24
Jessica Hess,SID87389,Psychology,4
James Hess,SID87390,Biology,13
Michael Harrison,SID87391,Medicine,25
Richard Brown,SID87392,Medicine,13
Michael Smith,SID87393,Mathematics,5
Richard Conner,SID87394,Physics,22
Scott Johnson,SID87395,Mathematics,1
Lisa Brown,SID87396,Mathematics,4
Michael Davis,SID87397,Psychology,7
Michael Guerra,SID87398,Engineering,7
Richard Smith,SID87399,Biology,20
Beth Conner,SID87400,Medicine,27
Beth Johnson,SID87401,Art,16
Emily Davis,SID87402,Computer Science,6
James Guerra,SID87403,Biology,21
Sarah McLaughlin,SID87404,Biology,17
Scott Brown,SID87405,Physics,30
Lisa Hess,SID87406,Biology,22
Scott Hess,SID87407,Physics,22
Sarah Conner,SID87408,Mathematics,17
Richard Conner,SID87409,Physics,4
Michael Harrison,SID87410,Medicine,21
Richard McLaughlin,SID87411,Mathematics,10
James Brown,SID87412,Art,28
Sarah Smith,SID87413,Engineering,25
Michael Hess,SID87414,Art,25
Lisa Guerra,SID87415,Psychology,30
Jessica Davis,SID87416,Medicine,12
Daniel Guerra,SID87417,Engineering,30
Lisa McLaughlin,SID87418,Art,7
Emily Hess,SID87419,Medicine,29
Emily Guerra,SID87420,Physics,13
Scott Conner,SID87421,Engineering,14
Emily Taylor,SID87422,Engineering,16
James Johnson,SID87423,Medicine,15
Emily Harrison,SID87424,Mathematics,23
Emily Harrison,SID87425,Biology,11
Daniel Hess,SID87426,Psychology,16
Jessica McLaughlin,SID87427,Physics,15
Daniel Brown,SID87428,Medicine,29
Beth Guerra,SID87429,Psychology,1
Beth Brown,SID87430,Computer Science,24
Beth Harrison,SID87431,Engineering,18
Emily Johnson,SID87432,Medicine,6
Lisa Guerra,SID87433,Engineering,9
Michael Johnson,SID87434,Medicine,13
Richard Smith,SID87435,Psychology,24
Jessica Conner,SID87436,Art,19
Jessica Davis,SID87437,Biology,13
Beth Guerra,SID87438,Physics,2
Lisa Conner,SID87439,Biology,3
Jessica Hess,SID87440,Psychology,16
Lisa Taylor,SID87441,Biology,24
Richard McLaughlin,SID87442,Engineering,10
Sarah Hess,SID87443,Mathematics,9
James Hess,SID87444,Mathematics,29
James Hess,SID87445,Mathematics,20
Lisa Guerra,SID87446,Computer Science,10
Beth Brown,SID87447,Medicine,4
James Brown,SID87448,Computer Science,28
Jessica Taylor,SID87449,Psychology,29
Michael Smith,SID87450,Mathematics,23
James Hess,SID87451,Psychology,11
Lisa Taylor,SID87452,Physics,13
Richard Davis,SID87453,Engineering,20
Michael Harrison,SID87454,Art,8
Lisa Conner,SID87455,Medicine,7
Michael Johnson,SID87456,Biology,5
Jessica Conner,SID87457,Medicine,10
Jessica Taylor,SID87458,Art,13
Scott Johnson,SID87459,Medicine,15
Beth Johnson,SID87460,Biology,24
Lisa Harrison,SID87461,Computer Science,21
Daniel Conner,SID87462,Computer Science,3
Daniel Taylor,SID87463,Physics,9
Scott Johnson,SID87464,Engineering,3
Beth Taylor,SID87465,Computer Science,27
Scott Davis,SID87466,Engineering,16
Lisa Brown,SID87467,Art,9
Sarah Smith,SID87468,Art,2
Beth Taylor,SID87469,Computer Science,12
Jessica Smith,SID87470,Physics,6
Jessica Brown,SID87471,Medicine,11
Scott Davis,SID87472,Computer Science,1
Jessica Hess,SID87473,Mathematics,16
James Davis,SID87474,Biology,3
Daniel Conner,SID87475,Mathematics,24
Emily Brown,SID87476,Physics,24
Richard Taylor,SID87477,Medicine,19
Sarah Johnson,SID87478,Physics,3
Scott Harrison,SID87479,Biology,3
Jessica Smith,SID87480,Medicine,4
Richard Hess,SID87481,Art,1
Jessica Johnson,SID87482,Physics,29
James Smith,SID87483,Physics,6
Daniel Johnson,SID87484,Medicine,11
Jessica Davis,SID87485,Computer Science,28
Lisa Davis,SID87486,Mathematics,23
James Conner,SID87487,Physics,14
Emily Conner,SID87488,Mathematics,22
James Brown,SID87489,Art,18
Beth Hess,SID87490,Physics,27
Jessica Johnson,SID87491,Biology,14
Jessica McLaughlin,SID87492,Psychology,12
Scott Brown,SID87493,Mathematics,13
Beth Brown,SID87494,Mathematics,17
Lisa Brown,SID87495,Psychology,13
Michael Conner,SID87496,Biology,26
Sarah Brown,SID87497,Biology,17
Lisa Taylor,SID87498,Engineering,25
Scott Harrison,SID87499,Medicine,26
Scott Johnson,SID87500,Medicine,29
Richard Conner,SID87501,Medicine,6
Lisa Brown,SID87502,Biology,10
Emily Smith,SID87503,Engineering,24
Scott Davis,SID87504,Psychology,18
Daniel Harrison,SID87505,Physics,23
Richard Davis,SID87506,Psychology,3
Daniel Hess,SID87507,Medicine,25
Michael Smith,SID87508,Biology,10
Lisa Johnson,SID87509,Medicine,29
James Brown,SID87510,Biology,25
Beth Davis,SID87511,Biology,26
Beth Guerra,SID87512,Biology,5
James Taylor,SID87513,Medicine,5
Lisa Taylor,SID87514,Biology,22
Emily Brown,SID87515,Engineering,20
James McLaughlin,SID87516,Engineering,22
Jessica Harrison,SID87517,Computer Science,17
Scott Davis,SID87518,Mathematics,1
Richard Johnson,SID87519,Medicine,12
Beth Davis,SID87520,Physics,27
Jessica Brown,SID87521,Physics,16
Emily Hess,SID87522,Psychology,9
Lisa Davis,SID87523,Physics,5
Scott Davis,SID87524,Computer Science,28
Scott Conner,SID87525,Art,21
Richard Smith,SID87526,Physics,7
Daniel Harrison,SID87527,Computer Science,22
Emily Brown,SID87528,Psychology,6
Michael Harrison,SID87529,Computer Science,14
Michael Guerra,SID87530,Computer Science,24
Lisa Hess,SID87531,Art,20
Richard Davis,SID87532,Engineering,22
Scott McLaughlin,SID87533,Medicine,14
Beth Guerra,SID87534,Computer Science,9
Scott Guerra,SID87535,Biology,9
Sarah McLaughlin,SID87536,Psychology,19
Richard Guerra,SID87537,Physics,17
Emily Conner,SID87538,Mathematics,8
Michael Smith,SID87539,Computer Science,4
Richard McLaughlin,SID87540,Computer Science,28
James Smith,SID87541,Medicine,7
Daniel Brown,SID87542,Computer Science,29
Daniel Davis,SID87543,Mathematics,30
Lisa Hess,SID87544,Biology,15
Michael Guerra,SID87545,Physics,20
Daniel Johnson,SID87546,Mathematics,21
James Brown,SID87547,Art,14
Lisa Hess,SID87548,Engineering,6
Jessica Harrison,SID87549,Physics,11
Michael McLaughlin,SID87550,Physics,17
Scott Taylor,SID87551,Computer Science,11
Jessica Brown,SID87552,Art,14
Beth Hess,SID87553,Computer Science,26
Scott Hess,SID87554,Engineering,3
Sarah McLaughlin,SID87555,Art,18
James Taylor,SID87556,Biology,17
Emily Taylor,SID87557,Art,30
Beth McLaughlin,SID87558,Biology,30
Emily Hess,SID87559,Computer Science,2
Daniel Hess,SID87560,Physics,9
Emily Johnson,SID87561,Psychology,4
Daniel Guerra,SID87562,Art,27
Beth Hess,SID87563,Biology,27
Beth Brown,SID87564,Physics,18
Jessica McLaughlin,SID87565,Engineering,11
Daniel McLaughlin,SID87566,Mathematics,11
Jessica Taylor,SID87567,Medicine,21
Michael McLaughlin,SID87568,Physics,4
Daniel Davis,SID87569,Psychology,18
Scott Davis,SID87570,Art,26
Beth Taylor,SID87571,Computer Science,26
Sarah McLaughlin,SID87572,Physics,24
Sarah Brown,SID87573,Physics,30
Richard McLaughlin,SID87574,Psychology,25
Sarah Guerra,SID87575,Engineering,25
Richard McLaughlin,SID87576,Psychology,15
Daniel Harrison,SID87577,Computer Science,18
Michael Conner,SID87578,Mathematics,17
Richard Harrison,SID87579,Psychology,30
Beth Hess,SID87580,Medicine,11
Emily Johnson,SID87581,Engineering,17
Jessica Davis,SID87582,Computer Science,2
James Smith,SID87583,Physics,7
Beth Taylor,SID87584,Medicine,24
James Smith,SID87585,Psychology,25
Michael Smith,SID87586,Medicine,21
Scott Johnson,SID87587,Physics,22
Sarah Harrison,SID87588,Psychology,6
Richard Harrison,SID87589,Physics,3
Richard Davis,SID87590,Biology,13
Daniel Conner,SID87591,Physics,12
Richard Harrison,SID87592,Engineering,2
Richard Brown,SID87593,Computer Science,18
Beth Guerra,SID87594,Physics,8
Scott Brown,SID87595,Biology,10
James Davis,SID87596,Psychology,19
Lisa Davis,SID87597,Computer Science,4
Richard Davis,SID87598,Psychology,24
Lisa Davis,SID87599,Physics,11
Michael Harrison,SID87600,Computer Science,4
Lisa Johnson,SID87601,Biology,20
Jessica Hess,SID87602,Engineering,1
Lisa Brown,SID87603,Physics,28
James Harrison,SID87604,Physics,6
Daniel Brown,SID87605,Physics,23
James Brown,SID87606,Medicine,26
Jessica Brown,SID87607,Physics,18
Emily Conner,SID87608,Psychology,24
Sarah Conner,SID87609,Physics,29
Richard Harrison,SID87610,Psychology,2
Richard Taylor,SID87611,Medicine,30
Jessica Johnson,SID87612,Engineering,20
Sarah Conner,SID87613,Art,24
Richard Smith,SID87614,Art,4
Emily Johnson,SID87615,Art,17
Michael Brown,SID87616,Art,15
Scott Hess,SID87617,Computer Science,29
Lisa Taylor,SID87618,Medicine,14
Richard Harrison,SID87619,Medicine,26
Scott Taylor,SID87620,Biology,25
James Brown,SID87621,Biology,2
Daniel Brown,SID87622,Medicine,21
Emily Conner,SID87623,Mathematics,13
James Brown,SID87624,Computer Science,16
Emily Conner,SID87625,Medicine,5
Jessica Guerra,SID87626,Medicine,2
Jessica Johnson,SID87627,Medicine,7
Beth McLaughlin,SID87628,Art,21
Beth Harrison,SID87629,Psychology,20
James Smith,SID87630,Mathematics,21
Sarah Smith,SID87631,Computer Science,27
Richard Hess,SID87632,Computer Science,29
James Taylor,SID87633,Biology,20
Jessica Taylor,SID87634,Psychology,1
Richard Harrison,SID87635,Art,7
Emily Smith,SID87636,Biology,29
Emily McLaughlin,SID87637,Art,2
Sarah McLaughlin,SID87638,Biology,14
Beth Taylor,SID87639,Physics,18
Lisa Conner,SID87640,Psychology,24
Richard Davis,SID87641,Art,8
James Harrison,SID87642,Biology,5
Daniel McLaughlin,SID87643,Physics,24
Lisa Davis,SID87644,Art,5
Scott Conner,SID87645,Mathematics,25
Scott Harrison,SID87646,Medicine,19
James Smith,SID87647,Engineering,15
Lisa Johnson,SID87648,Biology,11
Emily McLaughlin,SID87649,Medicine,14
James Hess,SID87650,Art,11
